"","Availability","region","year","policy","agg.land","value","global_value"
"1429","60 percent","Mexico",2050,"CORE","Forests (Unmanaged)",-4.20614719611345,-4.35390508288884
"1430","60 percent","Middle East",2050,"CORE","Forests (Unmanaged)",-5.340385702049,-4.35390508288884
"1431","60 percent","Pakistan",2050,"CORE","Forests (Unmanaged)",-24.9663731811194,-4.35390508288884
"1432","60 percent","Russia",2050,"CORE","Forests (Unmanaged)",-5.08021291085066,-4.35390508288884
"1433","60 percent","South Africa",2050,"CORE","Forests (Unmanaged)",-6.32203790816956,-4.35390508288884
"1434","60 percent","South America_Northern",2050,"CORE","Forests (Unmanaged)",-0.782821781410059,-4.35390508288884
"1435","60 percent","South America_Southern",2050,"CORE","Forests (Unmanaged)",-1.68627206987739,-4.35390508288884
"1436","60 percent","South Asia",2050,"CORE","Forests (Unmanaged)",-12.666315971212,-4.35390508288884
"1437","60 percent","South Korea",2050,"CORE","Forests (Unmanaged)",0.240482995434253,-4.35390508288884
"1438","60 percent","Southeast Asia",2050,"CORE","Forests (Unmanaged)",-4.29135425297083,-4.35390508288884
"1439","60 percent","Taiwan",2050,"CORE","Forests (Unmanaged)",-0.669952435889388,-4.35390508288884
"1440","60 percent","USA",2050,"CORE","Forests (Unmanaged)",-5.06925341320101,-4.35390508288884
"1441","Low","Africa_Eastern",2050,"CORE","Forests (Unmanaged)",-22.544525402304,-4.17181054463296
"1442","Low","Africa_Northern",2050,"CORE","Forests (Unmanaged)",0,-4.17181054463296
"1443","Low","Africa_Southern",2050,"CORE","Forests (Unmanaged)",-5.73502710912571,-4.17181054463296
"1444","Low","Africa_Western",2050,"CORE","Forests (Unmanaged)",-8.36620132124628,-4.17181054463296
"1445","Low","Argentina",2050,"CORE","Forests (Unmanaged)",-4.02398335797195,-4.17181054463296
"1446","Low","Australia_NZ",2050,"CORE","Forests (Unmanaged)",-3.29223739083806,-4.17181054463296
"1447","Low","Brazil",2050,"CORE","Forests (Unmanaged)",-1.66370109628143,-4.17181054463296
"1448","Low","Canada",2050,"CORE","Forests (Unmanaged)",-3.16638681619372,-4.17181054463296
"1449","Low","Central America and Caribbean",2050,"CORE","Forests (Unmanaged)",-4.83862694088696,-4.17181054463296
"1450","Low","Central Asia",2050,"CORE","Forests (Unmanaged)",-2.98085032943986,-4.17181054463296
"1451","Low","China",2050,"CORE","Forests (Unmanaged)",-1.64059030888839,-4.17181054463296
"1452","Low","Colombia",2050,"CORE","Forests (Unmanaged)",-1.39490464049793,-4.17181054463296
"1453","Low","EU-12",2050,"CORE","Forests (Unmanaged)",-11.5514628139423,-4.17181054463296
"1454","Low","EU-15",2050,"CORE","Forests (Unmanaged)",-17.1175008155527,-4.17181054463296
"1455","Low","Europe_Eastern",2050,"CORE","Forests (Unmanaged)",-10.5381903100471,-4.17181054463296
"1456","Low","Europe_Non_EU",2050,"CORE","Forests (Unmanaged)",-10.5125007933891,-4.17181054463296
"1457","Low","European Free Trade Association",2050,"CORE","Forests (Unmanaged)",-20.222924196313,-4.17181054463296
"1458","Low","India",2050,"CORE","Forests (Unmanaged)",-27.4191974389878,-4.17181054463296
"1459","Low","Indonesia",2050,"CORE","Forests (Unmanaged)",-4.44679406913752,-4.17181054463296
"1460","Low","Japan",2050,"CORE","Forests (Unmanaged)",-2.54680147525945,-4.17181054463296
"1461","Low","Mexico",2050,"CORE","Forests (Unmanaged)",-4.60846951179142,-4.17181054463296
"1462","Low","Middle East",2050,"CORE","Forests (Unmanaged)",-5.0291674384138,-4.17181054463296
"1463","Low","Pakistan",2050,"CORE","Forests (Unmanaged)",-42.4572581377068,-4.17181054463296
"1464","Low","Russia",2050,"CORE","Forests (Unmanaged)",-1.95028425429,-4.17181054463296
"1465","Low","South Africa",2050,"CORE","Forests (Unmanaged)",-9.12567404485332,-4.17181054463296
"1466","Low","South America_Northern",2050,"CORE","Forests (Unmanaged)",-0.583516014221217,-4.17181054463296
"1467","Low","South America_Southern",2050,"CORE","Forests (Unmanaged)",-1.80345588943012,-4.17181054463296
"1468","Low","South Asia",2050,"CORE","Forests (Unmanaged)",-13.8235932603367,-4.17181054463296
"1469","Low","South Korea",2050,"CORE","Forests (Unmanaged)",0.0869329322221211,-4.17181054463296
"1470","Low","Southeast Asia",2050,"CORE","Forests (Unmanaged)",-4.67967510882563,-4.17181054463296
"1471","Low","Taiwan",2050,"CORE","Forests (Unmanaged)",-0.57290634700118,-4.17181054463296
"1472","Low","USA",2050,"CORE","Forests (Unmanaged)",-5.65286806436129,-4.17181054463296
"1473","50 percent","Africa_Eastern",2050,"CORE","Forests (Unmanaged)",-18.3614607257907,-4.03371548377096
"1474","50 percent","Africa_Northern",2050,"CORE","Forests (Unmanaged)",0,-4.03371548377096
"1475","50 percent","Africa_Southern",2050,"CORE","Forests (Unmanaged)",-5.46346282171507,-4.03371548377096
"1476","50 percent","Africa_Western",2050,"CORE","Forests (Unmanaged)",-7.94915505729193,-4.03371548377096
"1477","50 percent","Argentina",2050,"CORE","Forests (Unmanaged)",-3.52849388219383,-4.03371548377096
"1478","50 percent","Australia_NZ",2050,"CORE","Forests (Unmanaged)",-4.3154474340685,-4.03371548377096
"1479","50 percent","Brazil",2050,"CORE","Forests (Unmanaged)",-1.71111233732664,-4.03371548377096
"1480","50 percent","Canada",2050,"CORE","Forests (Unmanaged)",-3.03538263274252,-4.03371548377096
"1481","50 percent","Central America and Caribbean",2050,"CORE","Forests (Unmanaged)",-4.79879703975736,-4.03371548377096
"1482","50 percent","Central Asia",2050,"CORE","Forests (Unmanaged)",-3.01130318609506,-4.03371548377096
"1483","50 percent","China",2050,"CORE","Forests (Unmanaged)",-0.721384893132377,-4.03371548377096
"1484","50 percent","Colombia",2050,"CORE","Forests (Unmanaged)",-1.48741526194234,-4.03371548377096
"1485","50 percent","EU-12",2050,"CORE","Forests (Unmanaged)",-8.12569318957136,-4.03371548377096
"1486","50 percent","EU-15",2050,"CORE","Forests (Unmanaged)",-10.7209471222372,-4.03371548377096
"1487","50 percent","Europe_Eastern",2050,"CORE","Forests (Unmanaged)",-6.70686894687844,-4.03371548377096
"1488","50 percent","Europe_Non_EU",2050,"CORE","Forests (Unmanaged)",-7.47952016714631,-4.03371548377096
"1489","50 percent","European Free Trade Association",2050,"CORE","Forests (Unmanaged)",-12.5800322460764,-4.03371548377096
"1490","50 percent","India",2050,"CORE","Forests (Unmanaged)",-16.8004635091517,-4.03371548377096
"1491","50 percent","Indonesia",2050,"CORE","Forests (Unmanaged)",-3.73794896544459,-4.03371548377096
"1492","50 percent","Japan",2050,"CORE","Forests (Unmanaged)",-1.41905790626556,-4.03371548377096
"1493","50 percent","Mexico",2050,"CORE","Forests (Unmanaged)",-4.0996422491964,-4.03371548377096
"1494","50 percent","Middle East",2050,"CORE","Forests (Unmanaged)",-5.09924048568511,-4.03371548377096
"1495","50 percent","Pakistan",2050,"CORE","Forests (Unmanaged)",-20.2345851523743,-4.03371548377096
"1496","50 percent","Russia",2050,"CORE","Forests (Unmanaged)",-4.5655853392125,-4.03371548377096
"1497","50 percent","South Africa",2050,"CORE","Forests (Unmanaged)",-5.66630917435345,-4.03371548377096
"1498","50 percent","South America_Northern",2050,"CORE","Forests (Unmanaged)",-0.764661747494803,-4.03371548377096
"1499","50 percent","South America_Southern",2050,"CORE","Forests (Unmanaged)",-1.6773254811509,-4.03371548377096
"1500","50 percent","South Asia",2050,"CORE","Forests (Unmanaged)",-11.4714466028978,-4.03371548377096
"1501","50 percent","South Korea",2050,"CORE","Forests (Unmanaged)",0.222780481880977,-4.03371548377096
"1502","50 percent","Southeast Asia",2050,"CORE","Forests (Unmanaged)",-4.08884576385941,-4.03371548377096
"1503","50 percent","Taiwan",2050,"CORE","Forests (Unmanaged)",-0.706851394638902,-4.03371548377096
"1504","50 percent","USA",2050,"CORE","Forests (Unmanaged)",-4.81316873117048,-4.03371548377096
"1505","40 percent","Africa_Eastern",2050,"CORE","Forests (Unmanaged)",-15.2529798286941,-3.65330078149375
"1506","40 percent","Africa_Northern",2050,"CORE","Forests (Unmanaged)",0,-3.65330078149375
"1507","40 percent","Africa_Southern",2050,"CORE","Forests (Unmanaged)",-5.32458693886029,-3.65330078149375
"1508","40 percent","Africa_Western",2050,"CORE","Forests (Unmanaged)",-7.76652551987056,-3.65330078149375
"1509","40 percent","Argentina",2050,"CORE","Forests (Unmanaged)",-3.40220558526791,-3.65330078149375
"1510","40 percent","Australia_NZ",2050,"CORE","Forests (Unmanaged)",-4.06485521439431,-3.65330078149375
"1511","40 percent","Brazil",2050,"CORE","Forests (Unmanaged)",-1.71192763850306,-3.65330078149375
"1512","40 percent","Canada",2050,"CORE","Forests (Unmanaged)",-2.70840810751163,-3.65330078149375
"1513","40 percent","Central America and Caribbean",2050,"CORE","Forests (Unmanaged)",-4.55205737993109,-3.65330078149375
"1514","40 percent","Central Asia",2050,"CORE","Forests (Unmanaged)",-2.8497062991222,-3.65330078149375
"1515","40 percent","China",2050,"CORE","Forests (Unmanaged)",-0.634421604532182,-3.65330078149375
"1516","40 percent","Colombia",2050,"CORE","Forests (Unmanaged)",-1.50512875089691,-3.65330078149375
"1517","40 percent","EU-12",2050,"CORE","Forests (Unmanaged)",-6.89390618172495,-3.65330078149375
"1518","40 percent","EU-15",2050,"CORE","Forests (Unmanaged)",-8.22481823656346,-3.65330078149375
"1519","40 percent","Europe_Eastern",2050,"CORE","Forests (Unmanaged)",-5.71103133002484,-3.65330078149375
"1520","40 percent","Europe_Non_EU",2050,"CORE","Forests (Unmanaged)",-6.51396665703128,-3.65330078149375
"1521","40 percent","European Free Trade Association",2050,"CORE","Forests (Unmanaged)",-9.82607198593547,-3.65330078149375
"1522","40 percent","India",2050,"CORE","Forests (Unmanaged)",-13.2009807532595,-3.65330078149375
"1523","40 percent","Indonesia",2050,"CORE","Forests (Unmanaged)",-3.45731098081125,-3.65330078149375
"1524","40 percent","Japan",2050,"CORE","Forests (Unmanaged)",-0.938002598579561,-3.65330078149375
"1525","40 percent","Mexico",2050,"CORE","Forests (Unmanaged)",-3.94263934915384,-3.65330078149375
"1526","40 percent","Middle East",2050,"CORE","Forests (Unmanaged)",-4.74643452859531,-3.65330078149375
"1527","40 percent","Pakistan",2050,"CORE","Forests (Unmanaged)",-15.1209312291997,-3.65330078149375
"1528","40 percent","Russia",2050,"CORE","Forests (Unmanaged)",-3.98737887103466,-3.65330078149375
"1529","40 percent","South Africa",2050,"CORE","Forests (Unmanaged)",-4.94138022833624,-3.65330078149375
"1530","40 percent","South America_Northern",2050,"CORE","Forests (Unmanaged)",-0.747679359284892,-3.65330078149375
"1531","40 percent","South America_Southern",2050,"CORE","Forests (Unmanaged)",-1.66542146078593,-3.65330078149375
"1532","40 percent","South Asia",2050,"CORE","Forests (Unmanaged)",-9.9275941822344,-3.65330078149375
"1533","40 percent","South Korea",2050,"CORE","Forests (Unmanaged)",0.192378339039471,-3.65330078149375
"1534","40 percent","Southeast Asia",2050,"CORE","Forests (Unmanaged)",-3.81113378128809,-3.65330078149375
"1535","40 percent","Taiwan",2050,"CORE","Forests (Unmanaged)",-0.757234708873826,-3.65330078149375
"1536","40 percent","USA",2050,"CORE","Forests (Unmanaged)",-4.47969974806327,-3.65330078149375
"1537","30 percent","Africa_Eastern",2050,"CORE","Forests (Unmanaged)",-11.6185202286247,-3.18000351534128
"1538","30 percent","Africa_Northern",2050,"CORE","Forests (Unmanaged)",0,-3.18000351534128
"1539","30 percent","Africa_Southern",2050,"CORE","Forests (Unmanaged)",-5.07750797360681,-3.18000351534128
"1540","30 percent","Africa_Western",2050,"CORE","Forests (Unmanaged)",-7.43126623418711,-3.18000351534128
"1541","30 percent","Argentina",2050,"CORE","Forests (Unmanaged)",-3.18188106656146,-3.18000351534128
"1542","30 percent","Australia_NZ",2050,"CORE","Forests (Unmanaged)",-3.69469362446751,-3.18000351534128
"1543","30 percent","Brazil",2050,"CORE","Forests (Unmanaged)",-1.70536793577173,-3.18000351534128
"1544","30 percent","Canada",2050,"CORE","Forests (Unmanaged)",-2.3330735682376,-3.18000351534128
"1545","30 percent","Central America and Caribbean",2050,"CORE","Forests (Unmanaged)",-4.17073785828557,-3.18000351534128
"1546","30 percent","Central Asia",2050,"CORE","Forests (Unmanaged)",-2.62165687451341,-3.18000351534128
"1547","30 percent","China",2050,"CORE","Forests (Unmanaged)",-0.506169304710578,-3.18000351534128
"1548","30 percent","Colombia",2050,"CORE","Forests (Unmanaged)",-1.53129679399981,-3.18000351534128
"1549","30 percent","EU-12",2050,"CORE","Forests (Unmanaged)",-5.36819572319608,-3.18000351534128
"1550","30 percent","EU-15",2050,"CORE","Forests (Unmanaged)",-5.32482990667241,-3.18000351534128
"1551","30 percent","Europe_Eastern",2050,"CORE","Forests (Unmanaged)",-4.55635092817733,-3.18000351534128
"1552","30 percent","Europe_Non_EU",2050,"CORE","Forests (Unmanaged)",-5.31433102398725,-3.18000351534128
"1553","30 percent","European Free Trade Association",2050,"CORE","Forests (Unmanaged)",-6.72060763123726,-3.18000351534128
"1554","30 percent","India",2050,"CORE","Forests (Unmanaged)",-8.86284347385334,-3.18000351534128
"1555","30 percent","Indonesia",2050,"CORE","Forests (Unmanaged)",-3.05902451502413,-3.18000351534128
"1556","30 percent","Japan",2050,"CORE","Forests (Unmanaged)",-0.432907937827843,-3.18000351534128
"1557","30 percent","Mexico",2050,"CORE","Forests (Unmanaged)",-3.69346827088137,-3.18000351534128
"1558","30 percent","Middle East",2050,"CORE","Forests (Unmanaged)",-4.21152025586032,-3.18000351534128
"1559","30 percent","Pakistan",2050,"CORE","Forests (Unmanaged)",-9.54161205134977,-3.18000351534128
"1560","30 percent","Russia",2050,"CORE","Forests (Unmanaged)",-3.32490799016613,-3.18000351534128
"1561","30 percent","South Africa",2050,"CORE","Forests (Unmanaged)",-4.11440563006271,-3.18000351534128
"1562","30 percent","South America_Northern",2050,"CORE","Forests (Unmanaged)",-0.733918178445535,-3.18000351534128
"1563","30 percent","South America_Southern",2050,"CORE","Forests (Unmanaged)",-1.64507345070424,-3.18000351534128
"1564","30 percent","South Asia",2050,"CORE","Forests (Unmanaged)",-7.86000523328111,-3.18000351534128
"1565","30 percent","South Korea",2050,"CORE","Forests (Unmanaged)",0.144889422246551,-3.18000351534128
"1566","30 percent","Southeast Asia",2050,"CORE","Forests (Unmanaged)",-3.40322706466967,-3.18000351534128
"1567","30 percent","Taiwan",2050,"CORE","Forests (Unmanaged)",-0.828033872594571,-3.18000351534128
"1568","30 percent","USA",2050,"CORE","Forests (Unmanaged)",-4.01157267658342,-3.18000351534128
"1569","20 percent","Africa_Eastern",2050,"CORE","Forests (Unmanaged)",-7.07357217362194,-2.53118472603044
"1570","20 percent","Africa_Northern",2050,"CORE","Forests (Unmanaged)",0,-2.53118472603044
"1571","20 percent","Africa_Southern",2050,"CORE","Forests (Unmanaged)",-4.57264687511259,-2.53118472603044
"1572","20 percent","Africa_Western",2050,"CORE","Forests (Unmanaged)",-6.67547430911737,-2.53118472603044
"1573","20 percent","Argentina",2050,"CORE","Forests (Unmanaged)",-2.76483475330447,-2.53118472603044
"1574","20 percent","Australia_NZ",2050,"CORE","Forests (Unmanaged)",-3.07582999041739,-2.53118472603044
"1575","20 percent","Brazil",2050,"CORE","Forests (Unmanaged)",-1.66638985493495,-2.53118472603044
"1576","20 percent","Canada",2050,"CORE","Forests (Unmanaged)",-1.87729513985641,-2.53118472603044
"1577","20 percent","Central America and Caribbean",2050,"CORE","Forests (Unmanaged)",-3.51549644869835,-2.53118472603044
"1578","20 percent","Central Asia",2050,"CORE","Forests (Unmanaged)",-2.23683658323631,-2.53118472603044
"1579","20 percent","China",2050,"CORE","Forests (Unmanaged)",-0.279696658886009,-2.53118472603044
"1580","20 percent","Colombia",2050,"CORE","Forests (Unmanaged)",-1.57225517251774,-2.53118472603044
"1581","20 percent","EU-12",2050,"CORE","Forests (Unmanaged)",-3.36921355848711,-2.53118472603044
"1582","20 percent","EU-15",2050,"CORE","Forests (Unmanaged)",-1.82504006622289,-2.53118472603044
"1583","20 percent","Europe_Eastern",2050,"CORE","Forests (Unmanaged)",-3.15269872971163,-2.53118472603044
"1584","20 percent","Europe_Non_EU",2050,"CORE","Forests (Unmanaged)",-3.71997023607737,-2.53118472603044
"1585","20 percent","European Free Trade Association",2050,"CORE","Forests (Unmanaged)",-3.05723114700576,-2.53118472603044
"1586","20 percent","India",2050,"CORE","Forests (Unmanaged)",-3.58329390572381,-2.53118472603044
"1587","20 percent","Indonesia",2050,"CORE","Forests (Unmanaged)",-2.43672827555125,-2.53118472603044
"1588","20 percent","Japan",2050,"CORE","Forests (Unmanaged)",0.0894515788279674,-2.53118472603044
"1589","20 percent","Mexico",2050,"CORE","Forests (Unmanaged)",-3.2448142719518,-2.53118472603044
"1590","20 percent","Middle East",2050,"CORE","Forests (Unmanaged)",-3.35096941551765,-2.53118472603044
"1591","20 percent","Pakistan",2050,"CORE","Forests (Unmanaged)",-3.38727345801753,-2.53118472603044
"1592","20 percent","Russia",2050,"CORE","Forests (Unmanaged)",-2.52292917014251,-2.53118472603044
"1593","20 percent","South Africa",2050,"CORE","Forests (Unmanaged)",-3.09935384374362,-2.53118472603044
"1594","20 percent","South America_Northern",2050,"CORE","Forests (Unmanaged)",-0.726600078436398,-2.53118472603044
"1595","20 percent","South America_Southern",2050,"CORE","Forests (Unmanaged)",-1.59508413612124,-2.53118472603044
"1596","20 percent","South Asia",2050,"CORE","Forests (Unmanaged)",-4.96769842636223,-2.53118472603044
"1597","20 percent","South Korea",2050,"CORE","Forests (Unmanaged)",0.0774274521185167,-2.53118472603044
"1598","20 percent","Southeast Asia",2050,"CORE","Forests (Unmanaged)",-2.73849527704997,-2.53118472603044
"1599","20 percent","Taiwan",2050,"CORE","Forests (Unmanaged)",-0.932091241574561,-2.53118472603044
"1600","20 percent","USA",2050,"CORE","Forests (Unmanaged)",-3.27684732724002,-2.53118472603044
"1601","10 percent","Africa_Eastern",2050,"CORE","Forests (Unmanaged)",-0.893773570543474,-1.44854156005358
"1602","10 percent","Africa_Northern",2050,"CORE","Forests (Unmanaged)",0,-1.44854156005358
"1603","10 percent","Africa_Southern",2050,"CORE","Forests (Unmanaged)",-3.28054646405376,-1.44854156005358
"1604","10 percent","Africa_Western",2050,"CORE","Forests (Unmanaged)",-4.51645627913825,-1.44854156005358
"1605","10 percent","Argentina",2050,"CORE","Forests (Unmanaged)",-1.84671951681972,-1.44854156005358
"1606","10 percent","Australia_NZ",2050,"CORE","Forests (Unmanaged)",-1.82737076819552,-1.44854156005358
"1607","10 percent","Brazil",2050,"CORE","Forests (Unmanaged)",-1.4595569763274,-1.44854156005358
"1608","10 percent","Canada",2050,"CORE","Forests (Unmanaged)",-1.23179946073771,-1.44854156005358
"1609","10 percent","Central America and Caribbean",2050,"CORE","Forests (Unmanaged)",-2.18112653500686,-1.44854156005358
"1610","10 percent","Central Asia",2050,"CORE","Forests (Unmanaged)",-1.44073543722595,-1.44854156005358
"1611","10 percent","China",2050,"CORE","Forests (Unmanaged)",0.258365448840397,-1.44854156005358
"1612","10 percent","Colombia",2050,"CORE","Forests (Unmanaged)",-1.62205146958266,-1.44854156005358
"1613","10 percent","EU-12",2050,"CORE","Forests (Unmanaged)",-0.520279678870208,-1.44854156005358
"1614","10 percent","EU-15",2050,"CORE","Forests (Unmanaged)",2.6244880564683,-1.44854156005358
"1615","10 percent","Europe_Eastern",2050,"CORE","Forests (Unmanaged)",-1.20704811638357,-1.44854156005358
"1616","10 percent","Europe_Non_EU",2050,"CORE","Forests (Unmanaged)",-1.30233597565117,-1.44854156005358
"1617","10 percent","European Free Trade Association",2050,"CORE","Forests (Unmanaged)",1.63136835299179,-1.44854156005358
"1618","10 percent","India",2050,"CORE","Forests (Unmanaged)",2.87719692787588,-1.44854156005358
"1619","10 percent","Indonesia",2050,"CORE","Forests (Unmanaged)",-1.29220158824358,-1.44854156005358
"1620","10 percent","Japan",2050,"CORE","Forests (Unmanaged)",0.586955001631439,-1.44854156005358
"1621","10 percent","Mexico",2050,"CORE","Forests (Unmanaged)",-2.2412553665707,-1.44854156005358
"1622","10 percent","Middle East",2050,"CORE","Forests (Unmanaged)",-1.81535137578295,-1.44854156005358
"1623","10 percent","Pakistan",2050,"CORE","Forests (Unmanaged)",3.48800173394592,-1.44854156005358
"1624","10 percent","Russia",2050,"CORE","Forests (Unmanaged)",-1.44076788900828,-1.44854156005358
"1625","10 percent","South Africa",2050,"CORE","Forests (Unmanaged)",-1.59290000874872,-1.44854156005358
"1626","10 percent","South America_Northern",2050,"CORE","Forests (Unmanaged)",-0.727969235888191,-1.44854156005358
"1627","10 percent","South America_Southern",2050,"CORE","Forests (Unmanaged)",-1.40094522766111,-1.44854156005358
"1628","10 percent","South Asia",2050,"CORE","Forests (Unmanaged)",-0.7250509660957,-1.44854156005358
"1629","10 percent","South Korea",2050,"CORE","Forests (Unmanaged)",0.0224342089280115,-1.44854156005358
"1630","10 percent","Southeast Asia",2050,"CORE","Forests (Unmanaged)",-1.45111855912653,-1.44854156005358
"1631","10 percent","Taiwan",2050,"CORE","Forests (Unmanaged)",-1.06178834051357,-1.44854156005358
"1632","10 percent","USA",2050,"CORE","Forests (Unmanaged)",-1.88572914541586,-1.44854156005358
"1633","0 percent","Africa_Eastern",2050,"CORE","Forests (Unmanaged)",7.75672608637928,1.66020470075193
"1634","0 percent","Africa_Northern",2050,"CORE","Forests (Unmanaged)",0,1.66020470075193
"1635","0 percent","Africa_Southern",2050,"CORE","Forests (Unmanaged)",1.35881609997717,1.66020470075193
"1636","0 percent","Africa_Western",2050,"CORE","Forests (Unmanaged)",2.19864343230985,1.66020470075193
"1637","0 percent","Argentina",2050,"CORE","Forests (Unmanaged)",1.24575329154994,1.66020470075193
"1638","0 percent","Australia_NZ",2050,"CORE","Forests (Unmanaged)",1.69625771103538,1.66020470075193
"1639","0 percent","Brazil",2050,"CORE","Forests (Unmanaged)",0.593304962143499,1.66020470075193
"1640","0 percent","Canada",2050,"CORE","Forests (Unmanaged)",1.06102931860855,1.66020470075193
"1641","0 percent","Central America and Caribbean",2050,"CORE","Forests (Unmanaged)",1.46464649455798,1.66020470075193
"1642","0 percent","Central Asia",2050,"CORE","Forests (Unmanaged)",1.18972068842799,1.66020470075193
"1643","0 percent","China",2050,"CORE","Forests (Unmanaged)",2.59310972247193,1.66020470075193
"1644","0 percent","Colombia",2050,"CORE","Forests (Unmanaged)",0.477565903126031,1.66020470075193
"1645","0 percent","EU-12",2050,"CORE","Forests (Unmanaged)",4.24386712965885,1.66020470075193
"1646","0 percent","EU-15",2050,"CORE","Forests (Unmanaged)",8.77549825922905,1.66020470075193
"1647","0 percent","Europe_Eastern",2050,"CORE","Forests (Unmanaged)",2.37501257941652,1.66020470075193
"1648","0 percent","Europe_Non_EU",2050,"CORE","Forests (Unmanaged)",3.09888018865428,1.66020470075193
"1649","0 percent","European Free Trade Association",2050,"CORE","Forests (Unmanaged)",8.59136417332664,1.66020470075193
"1650","0 percent","India",2050,"CORE","Forests (Unmanaged)",10.7600190449356,1.66020470075193
"1651","0 percent","Indonesia",2050,"CORE","Forests (Unmanaged)",1.87960405055661,1.66020470075193
"1652","0 percent","Japan",2050,"CORE","Forests (Unmanaged)",1.53671169429682,1.66020470075193
"1653","0 percent","Mexico",2050,"CORE","Forests (Unmanaged)",1.17916006823332,1.66020470075193
"1654","0 percent","Middle East",2050,"CORE","Forests (Unmanaged)",1.67294755548512,1.66020470075193
"1655","0 percent","Pakistan",2050,"CORE","Forests (Unmanaged)",11.2259768513042,1.66020470075193
"1656","0 percent","Russia",2050,"CORE","Forests (Unmanaged)",1.14468678994511,1.66020470075193
"1657","0 percent","South Africa",2050,"CORE","Forests (Unmanaged)",2.04683663275821,1.66020470075193
"1658","0 percent","South America_Northern",2050,"CORE","Forests (Unmanaged)",-0.193670070726552,1.66020470075193
"1659","0 percent","South America_Southern",2050,"CORE","Forests (Unmanaged)",0.580732179529777,1.66020470075193
"1660","0 percent","South Asia",2050,"CORE","Forests (Unmanaged)",5.68706571974631,1.66020470075193
"1661","0 percent","South Korea",2050,"CORE","Forests (Unmanaged)",0.831693455735818,1.66020470075193
"1662","0 percent","Southeast Asia",2050,"CORE","Forests (Unmanaged)",2.32543155824554,1.66020470075193
"1663","0 percent","Taiwan",2050,"CORE","Forests (Unmanaged)",-0.0216768753250848,1.66020470075193
"1664","0 percent","USA",2050,"CORE","Forests (Unmanaged)",1.82812815743245,1.66020470075193
"1665","100 percent","Africa_Eastern",2050,"CORE","Grassland",-16.9181912849776,-5.92700319525592
"1666","100 percent","Africa_Northern",2050,"CORE","Grassland",-6.25083365205153,-5.92700319525592
"1667","100 percent","Africa_Southern",2050,"CORE","Grassland",-5.01421804482753,-5.92700319525592
"1668","100 percent","Africa_Western",2050,"CORE","Grassland",-12.8956491893206,-5.92700319525592
"1669","100 percent","Argentina",2050,"CORE","Grassland",-4.21692940839939,-5.92700319525592
"1670","100 percent","Australia_NZ",2050,"CORE","Grassland",-2.82389200012892,-5.92700319525592
"1671","100 percent","Brazil",2050,"CORE","Grassland",-6.87468917286795,-5.92700319525592
"1672","100 percent","Canada",2050,"CORE","Grassland",-3.48326386629809,-5.92700319525592
"1673","100 percent","Central America and Caribbean",2050,"CORE","Grassland",-8.41509390998171,-5.92700319525592
"1674","100 percent","Central Asia",2050,"CORE","Grassland",-1.63383718056419,-5.92700319525592
"1675","100 percent","China",2050,"CORE","Grassland",-1.46420643938437,-5.92700319525592
"1676","100 percent","Colombia",2050,"CORE","Grassland",-4.30529265655293,-5.92700319525592
"1677","100 percent","EU-12",2050,"CORE","Grassland",-10.5570674147417,-5.92700319525592
"1678","100 percent","EU-15",2050,"CORE","Grassland",-10.1749543968475,-5.92700319525592
"1679","100 percent","Europe_Eastern",2050,"CORE","Grassland",-10.1659991857019,-5.92700319525592
"1680","100 percent","Europe_Non_EU",2050,"CORE","Grassland",-7.52937240603549,-5.92700319525592
"1681","100 percent","European Free Trade Association",2050,"CORE","Grassland",-15.9098536395023,-5.92700319525592
"1682","100 percent","India",2050,"CORE","Grassland",-23.7009106564685,-5.92700319525592
"1683","100 percent","Indonesia",2050,"CORE","Grassland",-6.52172255852767,-5.92700319525592
"1684","100 percent","Japan",2050,"CORE","Grassland",-1.99428274020401,-5.92700319525592
"1685","100 percent","Mexico",2050,"CORE","Grassland",-7.01518512294349,-5.92700319525592
"1686","100 percent","Middle East",2050,"CORE","Grassland",-2.98254412217988,-5.92700319525592
"1687","100 percent","Pakistan",2050,"CORE","Grassland",-27.7074897040378,-5.92700319525592
"1688","100 percent","Russia",2050,"CORE","Grassland",-3.51260114913118,-5.92700319525592
"1689","100 percent","South Africa",2050,"CORE","Grassland",-5.14380242209299,-5.92700319525592
"1690","100 percent","South America_Northern",2050,"CORE","Grassland",-2.11642001563533,-5.92700319525592
"1691","100 percent","South America_Southern",2050,"CORE","Grassland",-2.8191901703741,-5.92700319525592
"1692","100 percent","South Asia",2050,"CORE","Grassland",-14.0110152552958,-5.92700319525592
"1693","100 percent","South Korea",2050,"CORE","Grassland",0.549673771323089,-5.92700319525592
"1694","100 percent","Southeast Asia",2050,"CORE","Grassland",-4.16202882340609,-5.92700319525592
"1695","100 percent","Taiwan",2050,"CORE","Grassland",-1.00102755375227,-5.92700319525592
"1696","100 percent","USA",2050,"CORE","Grassland",-5.6738225907801,-5.92700319525592
"1697","90 percent","Africa_Eastern",2050,"CORE","Grassland",-16.6558175854274,-5.81436926102318
"1698","90 percent","Africa_Northern",2050,"CORE","Grassland",-6.07015082201626,-5.81436926102318
"1699","90 percent","Africa_Southern",2050,"CORE","Grassland",-4.99274199833666,-5.81436926102318
